FECHA,TIPO DE MOVIMIENTO,PROYECTO,DESCRIPCION,CATEGORIA/DETALLE,DETALLE,IMPORTE CONTABLE,CUENTA JUAN CARLOS,PAYO SANTIAGO,BANCOLOMBIA,HOTMART JSD,PAYO JSD,PAYO FRAN,JERWIN PERÚ,BINANCE,
28 de octubre de 2025,,GERSSON L9,Gasto no identificado,GASTO NO IDENTIFICADO,GASTO NO IDENTIFICADO,,,,,,-$ 20.0,,,,
28 de octubre de 2025,,GERSSON L9,Cargo recurrente de ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
28 de octubre de 2025,,,Cargo recurrente de ManyChat,Suscripciones,ManyChat,,,,,,,,,,
28 de octubre de 2025,,GERSSON L9,Card charge (MANYCHAT.COM),Sotware y suscripciones,Sotware y suscripciones,,,,,,-$ 20.0,,,,
28 de octubre de 2025,,GERSSON L9,Card charge (MANYCHAT.COM),Sotware y suscripciones,Sotware y suscripciones,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
29 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
29 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 41.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
29 de octubre de 2025,,GERSSON L9,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de octubre de 2025,,INFOPRODUCTOS X,Carga de tarjeta para Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 900.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Carga de tarjeta para ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Card charge (MANYCHAT.COM),Sotware y suscripciones,Sotware y suscripciones,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Card charge (MANYCHAT.COM),Sotware y suscripciones,Sotware y suscripciones,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Card charge (MANYCHAT.COM),Sotware y suscripciones,Sotware y suscripciones,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
30 de octubre de 2025,,ADRIANA,Ventas de octubre de Adriana,Ingresos por Proyecto,Hotmart,," $ 1,749.0 ",,,,,,,,
31 de octubre de 2025,,INFOPRODUCTOS X,Ventas de octubre de Infoproductos X,Ingresos por Proyecto,Hotmart,,,,," $ 4,090.0 ",,,,,
31 de octubre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 45.0,,,,
31 de octubre de 2025,,GERSSON L9,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
31 de octubre de 2025,,GERSSON L9,Cargos de suscripción ManyChat,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
1 de noviembre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de noviembre de 2025,,GERSSON L9,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
1 de noviembre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de noviembre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
1 de noviembre de 2025,,AGENCIA X,Cargos de Google Workspace,Servicios de Hosting,Google Workspace,,,,,,-$ 12.0,,,,
2 de noviembre de 2025,,GERSSON L9,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
2 de noviembre de 2025,,GERSSON L9,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
2 de noviembre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de noviembre de 2025,,INFOPRODUCTOS X,Cargos de Facebook Ads,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
2 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 49.0,,,,
2 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
2 de noviembre de 2025,,AGENCIA X,Suscripción a Google One.,Suscripciones,Google One,,,,,,-$ 30.0,,,,
3 de noviembre de 2025,,FONDO LIBRE,Reparto de utilidades a Santiago.,Distribución de Utilidades,Santiago Ciro,,,,,,"-$ 14,851.0 ",,,,
3 de noviembre de 2025,,FONDO LIBRE,Reparto de utilidades a Francisco.,Distribución de Utilidades,Francisco,,,,,,"-$ 14,851.0 ",,,,
3 de noviembre de 2025,,FONDO LIBRE,Reparto de utilidades a Juan Carlos.,Distribución de Utilidades,Juan Carlos Barros Alfaro,,"-$ 14,851.0 ",,,,,,,,
3 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 5.2,,,,
3 de noviembre de 2025,,AGENCIA X,Pago a Regent Bank.,Gastos de la Agencia,Regent Bank,,,,,,"-$ 3,500.0 ",,,,
3 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 20.0,,,,
3 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
3 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
3 de noviembre de 2025,,GERSSON L9,Retiro de fondos de Hotmart.,Retiros / Hotmart,Hotmart,,,,,,-$ 100.0,,,,
3 de noviembre de 2025,,AGENCIA X,Ajuste de pago de nómina.,Nómina,Pagos a Equipo,,,,,,-$ 70.0,,,,
3 de noviembre de 2025,,AGENCIA X,Suscripción a Claude.,Suscripciones,Claude,,,,,,-$ 20.0,,,,
3 de noviembre de 2025,,GERSSON L9,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 680.4,,,,
4 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 54.0,,,,
4 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
4 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
5 de noviembre de 2025,,GERSSON L9,Servicio de hosting de Hostinger.,Servicios de Hosting,Hostinger,,,,,,-$ 14.7,,,,
5 de noviembre de 2025,,AGENCIA X,Pago a Hotmart.,Gastos de la Agencia,Hotmart,,,,,,-$ 11.3,,,,
6 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 25.7,,,,
6 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
6 de noviembre de 2025,,AGENCIA X,Retiro de fondos de Hotmart.,Retiros / Hotmart,Hotmart,,,,,,-$ 99.0,,,,
6 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
7 de noviembre de 2025,,AGENCIA X,Pago a Elevatech LLC.,Gastos de la Agencia,Elevatech LLC,,,,,,"-$ 3,997.0 ",,,,
7 de noviembre de 2025,,GERSSON L9,Suscripción a ManyChat.,Suscripciones,ManyChat,,,,,,-$ 419.5,,,,
8 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
8 de noviembre de 2025,,GERSSON L9,Servicio de hosting de Hostinger.,Servicios de Hosting,Hostinger,,,,,,-$ 15.7,,,,
8 de noviembre de 2025,,AGENCIA X,Suscripción a Capcut.,Suscripciones,Capcut,,,,,,-$ 16.6,,,,
9 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
9 de noviembre de 2025,,AGENCIA X,Suscripción a Stape.,Suscripciones,Stape,,,,,,-$ 50.0,,,,
9 de noviembre de 2025,,GERSSON L9,Servicio de hosting de Hostinger.,Servicios de Hosting,Hostinger,,,,,,-$ 65.5,,,,
10 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
10 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 100.0,,,,
11 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
12 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 648.5,,,,
13 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook.,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 59.0,,,,
13 de noviembre de 2025,,INFOPRODUCTOS X,Pago recibido de Hotmart.,Ingresos por Proyecto,Hotmart,,,,,,-$ 60.0,,,,
14 de noviembre de 2025,,HOTMART,Payment from Hotmart,Retiros / Hotmart,Retiros / Hotmart,,,,,"-$ 6,997.0 "," $ 6,997.0 ",,,,
15 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
15 de noviembre de 2025,,GERSSON BLACKFRIDAY,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 603.4,,,,
16 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
16 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
17 de noviembre de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 19,997.0 "," $ 19,997.0 ",,,,
17 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 7.3,,,,
18 de noviembre de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 17,997.0 "," $ 17,997.0 ",,,,
18 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
19 de noviembre de 2025,,GERSSON BLACKFRIDAY,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
20 de noviembre de 2025,,HOTMART,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 9,758.3 "," $ 9,758.3 ",,,,
20 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
20 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
21 de noviembre de 2025,,AGENCIA X,Costo de servicio de Vanguard Business,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 590.0,,,,
21 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
22 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
23 de noviembre de 2025,,AGENCIA X,Costo de suscripción a PandaVideo,Software,PandaVideo,,,,,,-$ 37.9,,,,
23 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
24 de noviembre de 2025,,AGENCIA X,Costo de suscripción a StreamYard,Suscripciones,StreamYard,,,,,,-$ 89.0,,,,
24 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
26 de noviembre de 2025,,AGENCIA X,Costo de suscripción a Artlist,Suscripciones,Artlist,,,,,,-$ 40.0,,,,
26 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de noviembre de 2025,,AGENCIA X,Pago recibido de Hotmart,Retiros,Hotmart,,,,,"-$ 4,497.0 "," $ 4,497.0 ",,,,
27 de noviembre de 2025,,GERSSON BLACKFRIDAY,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 900.0,,,,
27 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de noviembre de 2025,,INFOPRODUCTOS X,Costo de publicidad en Facebook,GASTOS PUBLICITARIOS,Facebook Ads,,,,,,-$ 60.0,,,,
27 de noviembre de 2025,,AGENCIA X,Costo de servicio de hosting Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 13.9,,,,
28 de noviembre de 2025,,ADRIANA,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,," $ 2,454.0 ",,,,,,,,
28 de noviembre de 2025,,GERSSON VENTA DIRECTA,Ventas de infoproductos,Ingresos por Proyecto,Hotmart,,,,," $ 2,008.0 ",,,,,
29 de noviembre de 2025,,AGENCIA X,Pago a Hotmart,Gastos de la Agencia,Gastos de la Agencia,,,,,,-$ 30.1,,,,
29 de noviembre de 2025,,AGENCIA X,Costo de servicio de hosting Hostinger,Servicios de Hosting,Hostinger,,,,,,-$ 21.9,,,,
